URL;Date
https://reitschuster.de/post/lauterbach-will-jetzt-alle-herzinfarkt-toten-nach-infektion-als-corona-tote-zaehlen;2022-10-15
https://report24.news/biontech-meldet-zweifel-an-sicherheit-der-impfung-fuerchtet-schadenersatz-und-langzeitfolgen;2022-04-24
https://reitschuster.de/post/hammer-biontech-warnt-im-kleingedruckten-vor-eigenem-impfstoff;2022-04-27
https://unser-mitteleuropa.com/wird-ueber-nationalen-verfassungen-stehen-who-etabliert-globales-abkommen-zur-pandemievorsorge;2022-02-10
https://journalistenwatch.com/2022/02/12/es-verfassungen-who;2022-02-12
https://corona-transition.org/morgen-beginnen-bei-der-who-in-genf-die-verhandlungen-uber-ein-verbindliches;2022-02-28
https://report24.news/sinnlose-pcr-tests-australische-behoerde-gibt-zwei-jahre-betrug-am-volk-zu;2022-05-18
https://www.presseportal.de/pm/119896/5249692;2022-06-16
https://unser-mitteleuropa.com/corona-hammer-lebensversicherung-steigt-nach-impftod-aus-da-freiwillige-impfung-mit-experimentellem-impfstoff-wie-selbstmord-zaehlt-update-v-20-01;2022-01-20
https://www.wochenblick.at/brisant/japanischer-pharmakonzern-kowa-bestaetigt-ivermectin-wirkt-auch-bei-omikron;2022-02-01
https://tkp.at/2022/01/31/ivermectin-wirkt-bestaetigung-aus-japan;2022-01-31
https://corona-transition.org/deutschland-enteignungen-um-impfopfer-zu-entschadigen;2021-12-29
https://uncutnews.ch/impfpflicht-zur-rettung-des-finanzsystems;2022-01-03
https://unser-mitteleuropa.com/nach-covid-19-impfzwang-massiver-krebsanstieg-unter-soldaten-der-us-armee;2022-02-02
https://tkp.at/2022/01/26/massive-steigerung-von-erkrankungen-als-folge-der-impfkampagne-beim-us-militaer;2022-01-26
https://reitschuster.de/post/gesundheitsdaten-des-us-militaers-zeigen-anstieg-der-impfschaeden;2022-02-06
https://unser-mitteleuropa.com/schock-enthuellung-bei-pfizer-impfstoffstudien-fast-100-prozentige-todesrate-unter-ungeborenen-kindern-bei-schwangeren;2022-01-20
https://2020news.de/sensation-spike-impfschaeden-endlich-eindeutig-nachweisbar;2022-01-17
https://report24.news/brisante-fragen-an-biontech-weshalb-ist-cov-19-impfung-im-2019-geschaeftsbericht;2022-02-01
https://www.anonymousnews.org/2021/12/18/betrug-der-kanzler-bruder-und-die-asoziale-intensivbetten-abzocke;2021-12-18
https://www.unzensuriert.at/content/140840-zahlen-aus-deutschland-geimpfte-von-omikron-staerker-betroffen-als-gesamtbevoelkerung;2022-01-10
https://deutschlandkurier.de/2022/01/pandemie-der-geimpften-neue-corona-zahlen-des-rki-sprechen-deutliche-sprache/?fbclid=IwAR0KxXoGq2SFnJNdH5UIiZXaMaxXp_lmd2FrVvD4g5hbORyncdjAmLKiq_g;2022-01-07
https://unser-mitteleuropa.com/ddr-2-0-erste-deutsche-stadt-genehmigt-schusswaffengebrauch-gegen-friedliche-spaziergaenger-update-protest-vor-rathaus-stadt-rudert-zurueck;2022-01-31
https://www.wochenblick.at/corona/corona-diktatur-eskaliert-weiter-mit-schusswaffen-gegen-friedliche-spaziergaenger;2022-01-30
https://corona-blog.net/2022/01/14/81-der-symptomatischen-omikron-faelle-sind-vollstaendig-geimpft/?fbclid=IwAR299oKlm76TywB5vvXlwwlH9I05M8bW82sK_MOCi0vdC_k9vZQqdGelqVo;2022-01-14
https://corona-transition.org/183-profisportler-und-trainer-sind-in-diesem-jahr-plotzlich-zusammengebrochen;2021-11-30
https://unser-mitteleuropa.com/corona-impfung-anklage-vor-internationalem-strafgerichtshof-wegen-verbrechen-gegen-die-menschlichkeit;2021-12-22
https://corona-transition.org/geheime-pfizer-dokumente-1223-todesfalle-und-158-000-unerwunschte-ereignisse-in;2021-12-10
https://report24.news/vertrauliches-pfizer-dokument-entlarvt-vertuschung-der-impfstoff-todesfaelle-durch-die-fda;2021-12-03
https://www.zentrum-der-gesundheit.de/bibliothek/sonstige-informationen/weitere-informationen/spanische-grippe;2022-08-29
https://reitschuster.de/post/bisher-noch-nicht-erfasst-welche-patienten-auf-intensivstationen-geimpft-und-nicht-geimpft-sind;2021-11-26
https://www.wochenblick.at/corona/schock-studien-hoehere-impfquoten-fuehren-zu-hoeherer-sterblichkeit;2021-12-14
https://reitschuster.de/post/bericht-zur-coronalage-7-800-euro-kopfpraemie-fuer-wundersame-corona-vermehrung;2021-12-08
https://www.achgut.com/artikel/bericht_zur_coronalage_7.12.2021_7800_praemie-fuer_wundersame_corona_vermehrung;2021-12-07
https://unser-mitteleuropa.com/nun-schwarz-auf-weiss-corona-impfung-zerstoert-langfristig-das-immunsystem;2021-11-15
https://corona-transition.org/studie-spike-protein-dringt-in-den-zellkern-ein-und-hemmt-das-immunsystem;2021-11-11
https://journalistenwatch.com/2021/11/16/schock-studie-spike;2021-11-16
https://uncutnews.ch/schwedische-studie-spike-protein-das-genetisches-material-von-covid-impfstoffen-codiert-kann-die-angepasste-immunitaet-zerstoeren-die-uns-schuetzt;2021-12-18
https://www.wochenblick.at/spike-protein-dringt-in-zellkern-ein-hemmt-immunsystem-und-dna-reparatur;2021-11-16
https://report24.news/who-bestaetigt-offiziell-covid-impfung-ist-gefaehrlich-wie-keine-andere;2021-11-18
https://report24.news/ab-13-jahren-lange-liste-ploetzlich-verstorbener-oder-schwerkranker-sportler;2021-10-28
https://ansage.org/deutschland-wo-der-ulrich-deppendorf-heisst;2021-10-26
https://uncutnews.ch/japan-laesst-die-einfuehrung-von-impfstoffen-fallen-stellt-auf-ivermectin-um-und-beendet-covid-fast-ueber-nacht;2022-11-03
https://reitschuster.de/post/daten-gau-beim-rki-falsche-zahlen-zur-impf-effektivitaet;2022-10-03
https://journalistenwatch.com/2021/08/24/impfung-infektions-verstaerker;2021-08-24
https://philosophia-perennis.com/2021/08/23/studie-schockiert-corona-impfungen-koennten-zu-massensterben-fuehren;2021-08-23
https://www.wochenblick.at/gerhard-poettler-auf-intensivstationen-liegen-groesstenteils-geimpfte;2022-09-06
https://freeworldnews.us/ab-dem-20-oktober-werden-der-covid-pass-und-die-impfung-auf-dem-gesamten-territorium-der-eu-abgeschafft-franzoesischer-arzt;2021-10-20
https://www.freiewelt.net/nachricht/norwegen-stuft-corona-wie-grippe-ein-10086506;2021-09-30
https://report24.news/klagen-gegen-krankenhaeuser-us-richter-ordnen-covid-behandlung-mit-ivermectin-an;2021-09-01
https://www.freethewords.com/2021/09/01/klagen-gegen-krankenhaeuser-us-richter-ordnen-covid-behandlung-mit-ivermectin-an;2021-09-01
https://tkp.at/2021/08/29/dramatischer-unterschied-dank-ivermectin-in-afrika-31-staaten-nutzen-es-und-22-nicht;2021-08-29
https://report24.news/klagen-gegen-krankenhaeuser-us-richter-ordnen-covid-behandlung-mit-ivermectin-an;2021-09-01
https://journalistenwatch.com/2021/08/23/usa-zu-testergebnisse;2021-08-23
https://www.compact-online.de/usa-schluss-mit-drostens-pcr-test?cookie-state-change=1630053359872;2022-08-23
https://www.anonymousnews.ru/2020/11/08/berliner-senat-pcr-tests-infektion;2020-11-08
https://corona-transition.org/causa-drosten-wird-gerichtsverfahren-uni-frankfurt-raumt-falschaussage-zur;2020-11-27
https://uncutnews.ch/covid-trifft-das-kreuzfahrtschiff-carnival-und-das-obwohl-alle-besatzungsmitglieder-und-passagiere-geimpft-sind;2021-08-09
https://uncutnews.ch/ehemaliger-pfizer-mitarbeiter-bestaetigt-ja-es-gibt-graphenoxid-im-corona-impfstoff-und-das-ist-der-grund;2022-07-29
https://www.deutschlandkurier.de/2021/08/corona-sag-mir-wo-die-grippekranken-sind-wo-sind-sie-geblieben/?fbclid=IwAR2fep-iutHYfn_3-HYSTEd8EQK15tQ4sXZn7IeYlbx0GFsNyJkNeKs6Tg4;2021-08-12
https://www.achgut.com/artikel/bericht_zur_coronalage_23.06.2020_rinderwahn;2022-06-23
https://www.wochenblick.at/corona-demo-in-italien-polizisten-halten-zum-volk-und-nehmen-helme-ab;2020-11-17
https://www.unzensuriert.at/content/114285-sogar-das-rki-bestaetigt-covid-19-gleich-gefaehrlich-wie-saisonale-grippe;2020-10-21
https://www.compact-online.de/statistik-wie-man-corona-zahlen-ins-riesenhafte-hochrechnet;2020-10-26
https://www.anonymousnews.ru/2020/08/07/falsche-statistiken-corona-tote;2022-08-07
https://www.journalistenwatch.com/2020/09/08/weltweites-totalversagen-studie;2020-09-08
https://www.unzensuriert.at/content/110438-schlechte-nachricht-fuer-kurz-und-anschober-lockdown-und-maskenzwang-ohne-einfluss-auf-covid-19-entwicklung;2020-09-06
https://www.journalistenwatch.com/2020/09/27/wichtige-botschaft-neurologin;2020-09-27
https://www.anonymousnews.ru/2020/09/17/coronamassnahmen-sind-rechtswidrig;2020-09-17
https://www.journalistenwatch.com/2020/09/10/toedlicher-maskenzwang-schulbus;2020-09-10
https://www.journalistenwatch.com/2020/09/08/prozent-positiv-tests;2020-09-08
https://deutschlandkurier.de/2022/03/teuer-unzuverlaessig-umweltschaedlich-warum-e-autos-ein-einziger-albtraum-sind;2022-03-28
https://deutschlandkurier.de/2021/10/geld-fuer-private-vorsorge-fehlt-der-klimawahn-der-gruenen-wird-zur-gefahr-fuer-den-lebensabend;2021-10-13
https://deutschlandkurier.de/2021/10/gruener-job-kahlschlag-bei-vw-autobauer-will-30-000-arbeitsplaetze-fuer-den-klimawahn-opfern;2021-10-13
https://deutschlandkurier.de/2022/09/gefaehrder-der-woche-insolvenz-robert-habeck-gruene-bundesminister-fuer-klimawahn-und-wirtschaftszerstoerung;2022-09-09
https://deutschlandkurier.de/2022/08/mehr-als-1-100-wissenschaftler-erklaeren-in-manifest-es-gibt-keinen-klimanotstand;2022-08-22
https://deutschlandkurier.de/2022/03/klimabonze-habeck-fordert-deutsche-sollen-frieren;2022-03-07
https://www.wochenblick.at/schrecklicher-verdacht-sind-braende-in-australien-islamistischer-terror/?fbclid=IwAR0W_805CcfR0wQJ3VmVVp48ZGh28IjG0tmd9wzimzjDlrtK7ZLPkuGxrqc;2022-01-08
https://www.achgut.com/artikel/beweise_bitte_ein_star_der_klimaforschung_vor_gericht;2019-09-01
https://www.anonymousnews.ru/2019/09/11/urteil-gericht-entlarvt-luege-vom-menschengemachten-klimawandel;2019-09-19
https://www.anonymousnews.org/deutschland/strafrecht-verscharft-kritikern-drohen-jetzt-3-jahre-knast;2022-10-27
https://www.anonymousnews.org/deutschland/sex-mit-tieren-zoophilie-soll-enttabuisiert-werden;2022-10-25
https://www.anonymousnews.org/deutschland/ampel-will-afd-hochburgen-durch-migranten-aufweichen;2022-10-11
https://www.anonymousnews.org/deutschland/tafel-weimar-ukrainerin-verlangt-kaviar-und-garnelen;2022-09-20
https://www.anonymousnews.org/deutschland/justizsenatorin-lena-kreck-missbrauch-titel-verschleppung-strafverfahren;2022-07-27
